,Gaimersheim,Ingolstadt,Munich
245,10.35,3.6,0.0
246,10.05,3.6,0.0
247,9.9,3.6,0.0
248,9.6,3.6,0.0
249,9.45,3.6,0.15
250,9.15,3.6,0.15
251,9.0,3.6,0.3
252,8.85,3.6,0.3
253,8.7,3.6,0.3
254,8.4,3.6,0.3
255,8.1,3.6,0.3
256,7.8,3.6,0.3
257,7.5,3.6,0.3
258,7.2,3.6,0.3
259,6.9,3.6,0.3
260,6.75,3.6,0.3
261,6.45,3.6,0.3
262,6.15,3.6,0.3
263,5.85,3.6,0.3
264,5.7,3.6,0.3
265,5.4,3.6,0.3
266,5.25,3.6,0.3
267,5.1,3.6,0.3
268,5.1,3.6,0.3
269,4.95,3.6,0.3
270,4.8,3.6,0.3
271,4.8,3.6,0.3
272,4.8,3.6,0.3
273,4.8,3.6,0.3
274,4.8,3.6,0.3
275,4.8,3.6,0.3
276,4.8,3.6,0.3
277,4.8,3.6,0.3
278,4.8,3.6,0.3
279,4.8,3.6,0.3
280,4.8,3.6,0.3
281,4.65,3.6,0.3
282,4.65,3.6,0.3
283,4.65,3.45,0.3
284,4.5,3.45,0.3
285,4.35,3.45,0.3
286,4.35,3.45,0.3
287,4.2,3.45,0.3
288,4.05,3.45,0.3
289,3.9,3.45,0.3
290,3.9,3.45,0.3
291,3.9,3.45,0.3
292,3.9,3.3,0.3
293,3.75,3.3,0.3
294,3.75,3.3,0.15
295,3.75,3.3,0.15
296,3.75,3.3,0.15
297,3.75,3.3,0.0
298,3.6,3.3,0.0
299,3.6,3.3,0.0
300,3.6,3.3,0.0
301,3.6,3.3,0.0
302,3.6,3.3,0.0
303,3.6,3.3,0.0
304,3.6,3.3,0.0
305,3.45,3.3,0.0
306,3.45,3.3,0.0
307,3.45,3.3,0.0
308,3.45,3.3,0.0
309,3.3,3.3,0.0
310,3.3,3.3,0.0
311,3.3,3.3,0.0
312,3.3,3.3,0.0
313,3.15,3.3,0.0
314,3.15,3.3,0.15
315,3.15,3.3,0.3
316,3.0,3.3,0.3
317,2.85,3.3,0.45
318,2.7,3.3,0.6
319,2.4,3.3,0.6
320,2.25,3.3,0.75
321,1.95,3.3,0.75
322,1.8,3.3,0.9
323,1.5,3.3,0.9
324,1.2,3.3,1.05
325,1.05,3.3,1.05
326,0.75,3.3,1.05
327,0.6,3.3,1.05
328,0.3,3.3,1.05
329,0.15,3.3,1.05
330,0.0,3.3,1.05
331,0.15,3.3,1.05
332,0.3,3.3,1.05
333,0.6,3.3,1.05
334,0.75,3.3,1.05
335,0.9,3.3,1.05
336,1.2,3.3,1.05
337,1.5,3.3,1.05
338,1.8,3.3,1.05
339,2.1,3.3,1.05
340,2.4,3.3,1.05
341,2.7,3.3,1.2
342,3.15,3.3,1.2
343,3.45,3.3,1.2
344,3.75,3.3,1.2
345,4.05,3.3,1.2
346,4.35,3.3,1.2
347,4.65,3.3,1.2
348,4.95,3.3,1.2
349,5.4,3.3,1.2
350,5.7,3.3,1.2
351,6.0,3.3,1.2
352,6.3,3.3,1.2
353,6.45,3.3,1.2
354,7.05,3.3,1.2
355,7.35,3.3,1.2
356,7.65,3.3,1.2
357,7.95,3.3,1.2
358,8.25,3.3,1.2
359,8.55,3.3,1.2
360,8.7,3.3,1.2
361,9.0,3.3,1.35
362,9.3,3.3,1.35
363,9.6,3.3,1.35
364,9.9,3.3,1.35
365,10.05,3.3,1.35
366,10.5,3.3,1.35
367,10.8,3.3,1.35
368,11.1,3.3,1.35
369,11.4,3.3,1.35
370,11.7,3.3,1.35
371,12.0,3.3,1.35
372,12.3,3.3,1.35
373,12.6,3.3,1.35
374,12.75,3.3,1.35
375,13.05,3.3,1.35
376,13.2,3.3,1.35
377,13.35,3.3,1.35
378,13.65,3.3,1.35
379,13.8,3.3,1.35
380,13.95,3.3,1.2
381,13.95,3.3,1.2
382,14.1,3.3,1.2
383,14.25,3.3,1.2
384,14.25,3.3,1.2
385,14.25,3.3,1.2
386,14.4,3.3,1.2
387,14.4,3.3,1.2
388,14.4,3.3,1.2
389,14.4,3.3,1.2
390,14.55,3.3,1.2
391,14.55,3.45,1.2
392,14.55,3.45,1.2
393,14.55,3.45,1.2
394,14.55,3.45,1.2
395,14.55,3.45,1.2
396,14.55,3.45,1.2
397,14.55,3.45,1.2
398,14.55,3.45,1.2
399,14.55,3.45,1.2
400,14.55,3.45,1.2
401,14.55,3.45,1.2
402,14.7,3.45,1.2
403,14.7,3.45,1.2
404,14.85,3.45,1.2
405,14.85,3.45,1.2
406,14.85,3.45,1.2
407,14.85,3.45,1.2
408,15.0,3.45,1.2
409,15.0,3.45,1.2
410,15.15,3.45,1.2
411,15.3,3.45,1.2
412,15.6,3.45,1.2
413,15.75,3.45,1.2
414,16.05,3.45,1.2
415,16.2,3.45,1.2
416,16.65,3.45,1.2
417,16.95,3.45,1.2
418,17.25,3.45,1.2
419,17.7,3.45,1.2
420,18.0,3.45,1.2
421,18.45,3.45,1.2
422,18.75,3.45,1.35
423,19.2,3.45,1.35
424,19.5,3.45,1.35
425,19.95,3.6,1.2
426,20.55,3.6,1.2
427,20.85,3.6,1.2
428,21.3,3.6,1.2
429,21.6,3.6,1.2
430,22.05,3.6,1.2
431,22.35,3.6,1.2
432,22.5,3.6,1.2
433,22.8,3.6,1.2
434,23.1,3.6,1.2
435,23.25,3.75,1.2
436,23.55,3.75,1.2
437,23.55,3.75,1.2
438,23.85,3.75,1.2
439,23.85,3.75,1.2
440,24.0,3.75,1.2
441,24.0,3.75,1.2
442,24.0,3.75,1.2
443,24.0,3.75,1.2
444,24.0,3.75,1.2
445,24.0,3.9,1.2
446,24.0,3.9,1.2
447,24.0,3.9,1.2
448,24.0,3.9,1.2
449,24.0,4.05,1.2
450,24.0,4.05,1.2
451,24.15,4.05,1.05
452,24.15,4.2,0.9
453,24.3,4.2,0.75
454,24.3,4.2,0.6
455,24.45,4.35,0.45
456,24.6,4.35,0.3
457,24.75,4.35,0.15
458,24.9,4.35,0.0
459,25.2,4.35,0.0
460,25.5,4.5,0.0
461,25.8,4.5,0.15
462,26.25,4.5,0.3
463,26.7,4.5,0.3
464,27.0,4.5,0.45
465,27.45,4.5,0.6
466,27.9,4.5,0.75
467,28.35,4.5,0.9
468,28.8,4.5,0.9
469,29.25,4.5,1.05
470,29.7,4.5,1.05
471,30.15,4.5,1.2
472,30.6,4.5,1.35
473,31.05,4.5,1.5
474,31.65,4.5,1.65
475,32.1,4.5,1.8
476,32.55,4.5,2.1
477,33.0,4.5,2.4
478,33.45,4.5,2.55
479,34.05,4.5,2.7
480,34.35,4.5,2.85
481,34.8,4.5,3.0
482,35.4,4.5,3.15
483,35.85,4.5,3.3
484,36.15,4.5,3.6
485,36.75,4.5,3.75
486,37.35,4.5,3.9
487,37.8,4.5,4.05
488,38.4,4.5,4.35
489,38.85,4.5,4.5
490,39.3,4.5,4.65
491,39.75,4.5,4.65
492,40.2,4.5,4.8
493,40.65,4.5,4.95
494,41.1,4.5,4.95
495,41.55,4.5,5.1
496,42.0,4.5,5.25
497,42.45,4.5,5.25
498,43.05,4.5,5.4
499,43.35,4.5,5.55
500,43.8,4.5,5.7
501,44.1,4.5,5.85
502,44.55,4.5,6.0
503,44.85,4.5,6.15
504,45.0,4.5,6.45
505,45.3,4.5,6.6
506,45.6,4.5,6.75
507,45.75,4.5,7.05
508,45.9,4.5,7.35
509,46.05,4.5,7.65
510,46.2,4.65,7.95
511,46.35,4.65,8.25
512,46.35,4.65,8.85
513,46.35,4.65,9.15
514,46.35,4.65,9.6
515,46.35,4.65,9.9
516,46.35,4.65,10.2
517,46.2,4.65,10.65
518,46.2,4.65,11.1
519,46.2,4.65,11.55
520,46.05,4.65,11.85
521,46.05,4.65,12.3
522,45.9,4.65,12.9
523,45.9,4.65,13.35
524,45.9,4.65,13.95
525,45.75,4.65,14.4
526,45.75,4.65,15.0
527,45.75,4.65,15.45
528,45.6,4.65,15.9
529,45.6,4.65,16.5
530,45.6,4.65,16.95
531,45.6,4.65,17.55
532,45.6,4.65,18.0
533,45.6,4.65,18.6
534,45.6,4.65,19.05
535,45.6,4.8,19.65
536,45.6,4.8,20.4
537,45.6,4.8,21.0
538,45.45,4.8,21.6
539,45.45,4.8,22.2
540,45.3,4.8,22.8
541,45.15,4.95,23.4
542,45.0,4.95,24.0
543,45.0,4.95,24.6
544,44.85,4.95,25.35
545,44.7,4.95,25.95
546,44.55,4.95,26.7
547,44.25,5.1,27.3
548,44.1,5.1,28.5
549,43.8,5.1,29.25
550,43.65,5.1,30.0
551,43.5,5.25,30.75
552,43.2,5.25,31.65
553,43.05,5.25,32.4
554,42.6,5.25,33.3
555,42.3,5.25,34.05
556,42.0,5.25,34.95
557,41.55,5.25,35.85
558,41.1,5.25,36.75
559,40.8,5.25,37.65
560,40.5,5.25,38.55
561,40.2,5.25,40.05
562,39.9,5.4,40.95
563,39.45,5.4,41.85
564,39.0,5.4,42.75
565,38.4,5.4,43.65
566,37.95,5.4,44.55
567,37.35,5.4,45.3
568,36.9,5.4,46.2
569,36.15,5.4,46.95
570,35.25,5.4,47.7
571,34.65,5.4,48.45
572,33.9,5.4,49.65
573,33.15,5.4,50.25
574,32.4,5.4,50.85
575,31.5,5.4,51.6
576,30.75,5.4,52.2
577,29.85,5.4,52.95
578,28.95,5.4,53.55
579,28.05,5.55,54.3
580,27.15,5.55,54.9
581,26.4,5.55,55.65
582,25.05,5.55,56.4
583,24.3,5.7,57.15
584,23.55,5.7,58.35
585,22.8,5.7,59.25
586,22.05,5.7,60.15
587,21.3,5.7,61.05
588,20.7,5.85,61.95
589,20.25,5.85,62.7
590,19.65,5.85,63.6
591,19.2,5.85,64.5
592,18.6,5.85,65.55
593,18.15,6.0,66.3
594,17.7,6.0,67.2
595,17.1,6.0,68.1
596,16.8,6.0,69.45
597,16.35,6.0,70.35
598,16.05,6.0,71.1
599,15.75,6.15,72.0
600,15.45,6.15,72.9
601,15.15,6.15,73.8
602,14.85,6.15,74.7
603,14.7,6.15,75.6
604,14.4,6.15,76.5
605,14.25,6.15,77.25
606,13.95,6.15,78.15
607,13.65,6.15,79.05
608,13.5,6.15,80.25
609,13.35,6.15,81.0
610,13.05,6.15,81.75
611,13.05,6.15,82.5
612,12.75,6.15,83.25
613,12.6,6.15,83.85
614,12.45,6.15,84.6
615,12.3,6.15,85.2
616,12.15,6.15,85.8
617,11.85,6.15,86.25
618,11.55,6.15,86.85
619,10.95,6.15,87.45
620,10.35,6.15,88.2
621,9.6,6.15,88.65
622,8.85,6.15,89.25
623,7.95,6.15,89.7
624,6.9,6.15,90.3
625,5.85,6.15,90.9
626,4.8,6.15,91.35
627,3.75,6.3,91.95
628,2.7,6.3,92.55
629,1.65,6.3,93.15
630,0.6,6.3,93.75
631,0.75,6.3,94.35
632,1.8,6.3,95.4
633,2.85,6.3,96.15
634,3.9,6.3,97.05
635,4.8,6.3,97.95
636,5.7,6.3,98.7
637,6.75,6.3,99.75
638,7.65,6.45,100.65
639,8.7,6.45,101.55
640,9.45,6.45,102.45
641,10.35,6.45,103.5
642,11.25,6.45,104.4
643,12.3,6.45,105.45
644,13.05,6.45,107.1
645,13.8,6.45,108.15
646,14.4,6.45,109.2
647,15.15,6.45,110.1
648,15.6,6.45,111.0
649,16.2,6.45,112.05
650,16.8,6.45,112.95
651,17.4,6.45,113.85
652,18.0,6.45,114.6
653,18.45,6.45,115.35
654,18.9,6.45,116.1
655,19.5,6.45,116.7
656,19.95,6.45,117.75
657,20.4,6.45,118.2
658,21.0,6.45,118.95
659,21.3,6.45,119.4
660,21.75,6.45,120.0
661,22.05,6.45,120.6
662,22.5,6.45,121.05
663,22.95,6.45,121.5
664,23.25,6.6,121.95
665,23.55,6.6,122.55
666,23.85,6.6,123.0
667,24.3,6.6,123.3
668,24.6,6.6,123.75
669,24.75,6.6,124.35
670,24.9,6.6,124.8
671,25.2,6.75,125.1
672,25.35,6.75,125.4
673,25.5,6.75,125.7
674,25.65,6.75,126.15
675,25.65,6.75,126.45
676,25.65,6.9,126.75
677,25.65,6.9,127.05
678,25.65,7.05,127.35
679,25.65,7.05,127.65
680,25.65,7.2,128.1
681,25.65,7.2,128.55
682,25.65,7.35,128.85
683,25.65,7.35,129.3
684,25.65,7.5,129.75
685,25.65,7.5,130.2
686,25.65,7.5,130.65
687,25.65,7.65,131.1
688,25.65,7.65,131.7
689,25.65,7.8,132.15
690,25.65,7.95,132.75
691,25.65,7.95,133.35
692,25.65,8.1,133.95
693,25.65,8.25,134.85
694,25.65,8.55,135.45
695,25.65,8.7,136.05
696,25.65,9.0,136.8
697,25.65,9.15,137.4
698,25.65,9.3,138.0
699,25.65,9.45,138.6
700,25.8,9.6,139.05
701,25.8,9.75,139.65
702,25.8,9.9,140.25
703,25.8,10.05,140.85
704,25.95,10.2,141.3
705,25.95,10.35,142.2
706,26.1,10.5,142.8
707,26.1,10.65,143.25
708,26.1,10.65,143.85
709,26.25,10.65,144.3
710,26.25,10.8,144.75
711,26.4,10.8,145.35
712,26.4,10.8,145.8
713,26.55,10.8,146.25
714,26.55,10.8,146.55
715,26.7,10.65,147.0
716,26.7,10.65,147.45
717,26.85,10.5,148.2
718,26.85,10.5,148.65
719,26.85,10.5,149.25
720,27.0,10.5,149.85
721,27.0,10.35,150.6
722,27.15,10.05,151.2
723,27.15,9.9,151.95
724,27.15,9.75,152.7
725,27.3,9.45,153.3
726,27.3,9.15,154.05
727,27.45,8.7,154.65
728,27.45,8.4,155.25
729,27.45,8.1,156.3
730,27.6,7.65,156.9
731,27.75,7.35,157.5
732,27.9,7.05,157.95
733,27.9,6.75,158.55
734,28.05,6.45,159.15
735,28.2,6.3,159.6
736,28.2,6.15,160.2
737,28.35,6.0,160.65
738,28.35,6.0,161.1
739,28.5,5.85,161.55
740,28.65,5.85,162.0
741,28.65,5.85,162.75
742,28.8,5.85,163.2
743,28.8,5.85,163.65
744,28.95,5.85,163.95
745,28.95,5.85,164.4
746,29.1,5.85,164.85
747,29.1,5.85,165.45
748,29.1,5.85,165.9
749,29.25,5.85,166.35
750,29.25,5.85,166.8
751,29.4,5.85,167.25
752,29.4,5.85,167.85
753,29.4,5.85,168.6
754,29.4,5.85,169.05
755,29.4,5.85,169.65
756,29.4,5.85,170.1
757,29.4,5.85,170.7
758,29.4,5.85,171.15
759,29.4,5.85,171.75
760,29.4,5.85,172.35
761,29.4,5.85,172.95
762,29.4,5.85,173.55
763,29.4,5.85,174.15
764,29.25,5.85,174.9
765,29.25,5.85,175.8
766,29.25,5.85,176.4
767,29.25,5.85,177.0
768,29.25,5.85,177.6
769,29.1,5.85,178.2
770,29.1,5.85,178.8
771,28.95,5.85,179.4
772,28.95,5.85,180.0
773,28.8,5.85,180.45
774,28.8,5.85,180.9
775,28.5,5.85,181.35
776,28.35,5.85,181.65
777,28.2,5.85,182.1
778,28.05,5.85,182.55
779,27.75,5.85,182.85
780,27.6,5.85,183.15
781,27.45,5.85,183.45
782,27.15,5.85,183.6
783,27.0,5.85,183.75
784,26.7,5.85,183.9
785,26.4,5.85,184.05
786,26.1,5.85,184.2
787,25.65,5.85,184.35
788,25.2,5.85,184.35
789,24.9,5.85,184.35
790,24.45,5.85,184.35
791,24.0,5.85,184.2
792,23.55,5.85,184.2
793,23.1,5.85,184.05
794,22.8,5.85,183.9
795,22.2,5.85,183.75
796,21.75,5.85,183.45
797,21.15,5.85,183.3
798,20.55,5.85,183.0
799,19.65,5.85,182.7
800,19.05,5.85,182.4
801,18.45,5.85,181.95
802,17.7,5.85,181.65
803,17.1,5.85,181.35
804,16.5,5.85,181.05
805,15.9,5.85,180.9
806,15.3,5.85,180.6
807,14.7,5.85,180.3
808,14.1,5.85,180.15
809,13.5,5.85,179.85
810,12.9,5.85,179.7
811,12.0,5.85,179.4
812,11.55,5.85,178.95
813,10.95,5.85,178.5
814,10.5,5.85,178.05
815,9.9,5.85,177.6
816,9.45,5.85,177.15
817,9.0,5.85,176.7
818,8.55,5.85,176.1
819,8.1,5.85,175.5
820,7.65,5.85,175.05
821,7.2,5.85,174.45
822,6.9,5.85,173.85
823,6.3,5.85,173.25
824,6.0,5.85,172.5
825,5.7,5.85,171.45
826,5.25,5.85,170.7
827,4.95,5.85,169.95
828,4.65,5.85,169.2
829,4.35,5.85,168.45
830,4.05,5.85,167.7
831,3.75,5.85,166.95
832,3.45,5.85,166.2
833,3.15,5.85,165.3
834,2.85,5.85,164.4
835,2.4,5.85,163.35
836,2.25,5.85,162.45
837,1.95,5.85,160.95
838,1.8,5.85,159.9
839,1.5,5.85,158.7
840,1.35,5.85,157.65
841,1.2,5.85,156.45
842,1.05,5.85,155.25
843,1.05,5.85,154.05
844,0.9,5.85,152.7
845,0.9,5.85,151.5
846,0.9,5.85,150.15
847,0.75,5.85,148.8
848,0.6,5.85,147.6
849,0.6,5.85,145.5
850,0.6,5.85,144.15
851,0.6,5.85,142.8
852,0.45,5.85,141.45
853,0.45,5.85,139.95
854,0.45,5.85,138.45
855,0.3,5.85,136.95
856,0.3,5.85,135.3
857,0.3,5.85,133.8
858,0.3,5.85,132.15
859,0.3,5.85,130.65
860,0.3,5.85,129.0
861,0.3,5.85,126.6
862,0.3,5.85,124.95
863,0.3,5.85,123.3
864,0.3,5.85,121.5
865,0.3,5.85,119.85
866,0.3,5.85,118.2
867,0.3,5.85,116.55
868,0.3,5.85,114.9
869,0.3,5.85,113.25
870,0.45,5.85,111.75
871,0.45,5.85,110.25
872,0.45,5.85,108.6
873,0.6,5.85,106.2
874,0.6,5.85,104.7
875,0.6,5.85,103.05
876,0.6,5.85,101.4
877,0.6,5.85,99.9
878,0.6,5.85,98.4
879,0.6,5.85,96.9
880,0.6,5.85,95.55
881,0.6,5.85,94.35
882,0.6,5.85,93.0
883,0.6,5.85,91.8
884,0.6,5.85,90.45
885,0.6,5.85,88.65
886,0.6,5.85,87.45
887,0.6,5.85,86.25
888,0.6,5.85,85.05
889,0.6,5.85,83.85
890,0.6,5.85,82.8
891,0.6,5.85,81.6
892,0.6,5.85,80.4
893,0.6,5.85,79.35
894,0.6,5.85,78.15
895,0.6,5.85,76.95
896,0.6,5.85,75.75
897,0.6,5.85,74.1
898,0.6,5.85,72.9
899,0.6,5.85,71.85
900,0.6,5.85,70.8
901,0.6,5.85,69.75
902,0.6,5.85,68.7
903,0.6,5.85,67.8
904,0.6,5.85,66.75
905,0.6,5.85,65.85
906,0.6,5.85,64.8
907,0.6,5.85,63.9
908,0.6,5.85,63.0
909,0.6,5.85,61.5
910,0.6,5.85,60.6
911,0.6,5.85,59.55
912,0.6,5.85,58.65
913,0.75,5.85,57.75
914,0.75,5.85,57.0
915,0.9,5.85,56.1
916,0.9,5.85,55.35
917,0.9,5.85,54.6
918,0.9,5.85,53.85
919,0.9,5.85,53.1
920,0.75,5.85,52.35
921,0.6,5.85,51.3
922,0.6,5.85,50.55
923,0.3,5.85,49.65
924,0.3,5.85,48.9
925,0.15,5.85,48.15
926,0.0,5.85,47.25
927,0.0,5.85,46.35
928,0.0,5.85,45.45
929,0.0,5.85,44.55
930,0.0,5.85,43.65
931,0.3,5.85,42.75
932,0.45,5.85,41.85
933,0.75,5.85,40.5
934,0.75,5.85,39.6
935,0.9,5.85,38.7
936,0.9,5.85,37.8
937,0.9,5.85,36.9
938,0.9,5.85,36.0
939,0.9,5.85,35.25
940,0.9,5.85,34.35
941,0.9,5.85,33.45
942,0.9,5.85,32.7
943,0.9,5.85,31.8
944,0.9,5.85,31.05
945,0.9,5.85,29.85
946,0.9,5.85,29.1
947,0.9,5.85,28.35
948,0.9,5.85,27.75
949,0.9,5.85,27.0
950,0.9,5.85,26.4
951,0.9,5.85,25.8
952,0.9,5.85,25.2
953,0.9,5.85,24.6
954,0.9,5.85,24.0
955,0.9,5.85,23.55
956,0.9,5.85,22.95
957,0.9,5.85,22.35
958,0.9,5.85,21.9
959,0.9,5.85,21.45
960,0.9,5.85,21.0
961,0.9,5.85,20.7
962,0.9,5.85,20.25
963,0.9,5.85,19.95
964,0.9,5.85,19.35
965,0.9,5.85,18.9
966,0.9,5.85,18.45
967,0.9,5.85,18.0
968,0.9,5.85,17.4
969,0.9,5.85,16.65
970,0.9,5.85,16.2
971,0.9,5.85,15.75
972,0.9,5.85,15.3
973,0.9,5.85,14.85
974,0.9,5.85,14.4
975,0.9,5.85,13.95
976,0.9,5.85,13.5
977,0.9,5.85,13.05
978,0.9,5.85,12.45
979,0.9,5.85,11.85
980,0.9,5.85,11.4
981,0.9,5.85,10.35
982,0.9,5.85,9.6
983,0.9,5.85,8.85
984,1.05,5.85,8.1
985,1.05,5.85,7.5
986,1.05,5.85,6.75
987,1.05,5.85,6.15
988,1.05,5.85,5.55
989,1.2,5.85,4.95
990,1.2,5.85,4.5
991,1.2,5.85,3.9
992,1.35,5.85,3.45
993,1.35,5.85,2.7
994,1.35,5.85,2.25
995,1.35,5.85,1.95
996,1.35,5.85,1.65
